,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,Expected Evacuation Costs,Other.Dikes_Expected Annual Damage,Other.Dikes_Total Dike Investment Costs,Other.Dikes_Expected Number of Deaths
10,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,3,3,7,3,3,2,0,2,1,4,2,5,4,0,0,4,31436225.707808636,0.0,0.0,33377116.55719709,3428744.685556602,0.000361100462187797,212.67345466531327,0.0,345121109.52773064,0.0
11,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,6,0,0,4,2,0,2,3,7,7,0,1,1,2,1,22258486.725668453,0.0,0.0,81250361.8241577,2087207.434207252,0.0002792091464111858,102.84223970675144,0.0,251583521.31589133,0.0
12,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,3,6,0,0,1,5,4,4,5,9,0,0,0,0,2,5,0.0,4977519.089349322,0.00028769220206943544,66804278.02330021,0.0,0.0,398.1292631696282,977473.0630545698,339971936.9514874,0.00010877842090380925
13,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,4,1,1,1,6,1,0,5,7,4,0,1,0,0,0,16925244.491970196,0.0,0.0,0.0,15086164.204697879,0.0016063301530651508,1437.4703926842867,10861832.595417742,348135659.7098186,0.0018823604269649552
14,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,3,0,0,0,3,0,4,6,5,4,3,5,7,0,0,0,39355934.066431485,0.0,0.0,0.0,84712073.53941306,0.009017876365744321,5208.383990031358,0.0,211699601.57573462,0.0
15,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,2,6,1,4,1,2,2,6,7,4,3,6,0,0,0,35288533.576204896,0.0,0.0,0.0,5143117.0283349035,0.004513755777347463,0.0,0.0,393251862.6199176,0.0
16,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,4,1,2,0,0,3,1,9,1,6,0,0,0,0,4,7,0.0,4262815.821153133,0.0002460497028551925,83927878.88098589,0.0,0.0,800.2356319743258,7338641.512082982,273380698.3853906,0.0008058195234827016
17,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,2,2,0,0,2,2,0,1,5,6,1,1,1,9,4,1,19617742.85964441,0.0,0.0,137027918.2725515,0.0,0.0,42.05218214955253,995237.8901146945,214362053.99763048,0.00014080634440451426
18,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,4,1,0,6,2,0,0,2,3,4,7,1,5,1,7,35155571.37429637,0.0,0.0,120358626.4040231,0.0,0.0,0.0,7084798.434605982,251721238.78401256,0.012199554456549517
19,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,2,0,0,1,5,1,0,2,4,6,7,0,0,1,0,2,14261651.781499248,0.0,0.0,53557815.768892445,4174414.868414504,0.0005584182928223716,205.68447941350288,0.0,226165026.8563187,0.0
20,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,2,3,0,10,0,0,0,6,6,4,0,0,3,2,3,9695195.36216505,0.0,0.0,96758507.80115426,0.0,0.0,0.0,7133767.297317979,251822547.39280206,0.012354235039344401
21,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,7,0,0,5,4,0,6,2,5,1,5,1,10,0,0,25500406.6032173,1024893.034085597,0.00018769455914542692,58176627.77592012,0.0,0.0,33.19048707354088,0.0,286866537.88844454,0.0
22,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,2,2,3,0,4,1,5,5,1,7,1,0,2,3,2,5,13903423.98391871,545730.1945649718,4.2444972020347454e-05,104240759.06493892,0.0,0.0,28.889907031524224,0.0,344546425.0865159,0.0
23,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,4,0,2,3,4,1,6,1,0,5,1,1,7,1,18545877.781152677,197402.9269087578,3.3508353921814875e-05,103499384.37376389,1708747.7040499558,0.0005484000516472505,61.98012646130506,176119.22351542802,283407280.6747316,5.9693343271391244e-05
24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,3,7,1,0,6,1,6,7,0,3,4,4,2,24956580.074387155,0.0,0.0,107638715.3561709,510673.9299921034,6.968878540201174e-05,24.73940904431539,0.0,259949886.1459468,0.0
25,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,2,3,1,5,2,4,5,2,9,2,0,0,1,0,2,7332080.219521779,0.0,0.0,53557815.768892445,4174414.868414504,0.0013402039027736916,123.89465112907467,0.0,405129702.38110113,0.0
26,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,5,2,0,3,5,2,3,4,6,2,6,2,35100736.5165644,0.0,0.0,106734474.56096488,8983527.402432395,0.008071571126793943,0.0,0.0,232371660.85705668,0.0
27,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,7,2,3,1,7,6,2,4,4,3,3,0,1,0,30059556.316496484,0.0,0.0,25037214.086173728,46204412.65133581,0.04119279882509989,0.0,0.0,382342679.55531096,0.0
28,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,5,3,4,7,2,8,3,5,0,2,0,0,20696082.48629594,0.0,0.0,27578229.96765524,26950582.207297184,0.02421471338038183,0.0,0.0,335792105.22653854,0.0
29,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,3,0,5,2,0,2,5,9,1,0,0,1,7,2,6320800.309666242,3074679.102256791,0.0005630836774362807,106824032.87434787,8983527.402432395,0.0029057656056458193,364.53226813517847,0.0,256698073.08219826,0.0
30,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,2,3,0,5,0,0,0,2,4,4,0,1,5,2,7,16925244.491970196,0.0,0.0,125211917.8009121,0.0,0.0,0.0,1831694.9464854128,192302946.9764047,0.003151060053951802
31,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,3,0,1,3,0,7,2,3,7,6,1,1,0,1,0,0,12857587.774250694,0.0,0.0,25037214.086173728,4174414.868414504,0.00044673463425789713,995.1156030482105,13948186.557861617,309905755.6426773,0.0015278589275324508
32,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,3,2,1,0,0,2,0,6,9,0,3,1,3,6,0,15444563.06553661,0.0,0.0,74896439.20493636,0.0,0.0,0.0,7441284.227382971,246070464.45168,0.006801925357278244
33,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,3,9,1,4,0,2,5,5,7,4,2,7,0,0,1,35529111.17179745,0.0,0.0,25037214.086173728,3428744.685556602,0.003009170518231642,0.0,0.0,398619076.3000363,0.0
34,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,5,3,3,6,1,1,0,4,3,0,12857587.774250694,104981.67957379072,5.7249380046008675e-05,68094717.76275629,0.0,0.0,0.0,14021804.080452502,210689221.07183737,0.012865686346059241
35,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,3,0,1,1,1,0,2,6,5,4,0,5,2,7,0,0,19742157.81013341,0.0,0.0,44193513.54513965,0.0,0.0,398.0578411933671,7539333.174237646,253873057.5468912,0.000837572168910768
36,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3,4,1,0,4,3,2,4,3,6,1,1,0,4,1,0,12857587.774250694,1178297.104776769,7.443815283572256e-05,62015940.60605301,0.0,0.0,76.51508239507478,0.0,341308564.6179288,0.0
37,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,2,0,0,5,5,0,4,6,9,3,3,0,1,1,5,17803345.000196747,0.0,0.0,90156019.25618789,0.0,0.0,0.0,0.0,286088425.0461427,0.0
38,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,3,4,5,5,4,5,1,1,0,9,0,1,12857587.774250694,1024893.034085597,6.256485304847564e-05,86991916.17017467,0.0,0.0,68.45537958917805,0.0,281022730.3510858,0.0
39,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,6,0,2,1,1,6,5,5,5,0,1,0,0,7,0,6320800.309666242,0.0,0.0,44193513.54513965,0.0,0.0,123.20833930971914,4841152.237343273,357890549.9298522,0.0016440812576980842
40,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,3,3,2,0,2,5,1,3,5,0,0,0,0,20696082.48629594,0.0,0.0,0.0,22629246.30704682,0.007228485688793179,674.4559406323276,0.0,250283639.71170375,0.0
41,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,2,1,3,1,0,4,4,2,6,1,6,10,1,0,0,45126834.17077995,221048.77051721013,0.00011343934902364905,25037214.086173728,8983527.402432395,0.008071571126793943,0.0,17124498.930930864,302598490.6826682,0.016093854483771274
42,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,3,5,3,5,4,2,5,7,4,0,0,0,2,5,2,0.0,0.0,0.0,101695200.42222738,0.0,0.0,0.0,0.0,446585425.30553216,0.0
43,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,8,0,3,5,7,3,2,6,0,0,0,1,2,1,0.0,3000339.666526496,0.0015001103034814858,81250361.8241577,0.0,0.0,0.0,0.0,406939868.4950308,0.0
44,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,3,5,0,3,2,1,6,5,2,4,0,1,0,2,4,1,6320800.309666242,1038864.8671433175,6.003094076343262e-05,93904858.83178098,0.0,0.0,81.59091203587911,176119.22351542802,349198219.34029096,1.9897781090463748e-05
45,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,4,3,0,5,1,0,0,4,1,1,3,6,4,0,21898586.41832094,0.0,0.0,81105853.85915002,0.0,0.0,0.0,22326533.341992892,227278135.45764577,0.0318982394396384
46,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,3,4,1,0,4,0,6,6,0,2,1,0,7,0,14092235.304915495,927825.7449965184,0.00043779261303407364,44193513.54513965,5455874.668141689,0.0048316479950302246,0.0,1954946.1261091395,258451776.84849334,0.0018129736817301544
47,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,3,7,1,1,0,0,0,4,0,6,0,3,1,3,1,0,15444563.06553661,0.0,0.0,58044072.09764524,0.0,0.0,1030.4511725817163,19435385.96169318,214600038.80775058,0.0021294857486852873
48,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,2,3,0,5,2,0,4,4,4,0,1,0,3,1,1,6320800.309666242,2212479.175467673,0.00039190855167500733,86682896.14650115,0.0,0.0,73.51971282554493,0.0,283698839.565686,0.0
49,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,4,10,0,1,9,2,10,7,7,1,0,0,3,2,2,6320800.309666242,539316.3561230965,4.161656307240724e-05,93477874.34219648,0.0,0.0,188.9385419400002,3769666.587118823,500554312.63603795,0.0005234826055692302
50,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,3,1,2,0,3,2,1,5,5,6,1,0,0,1,7,5,6320800.309666242,138708.17976418903,8.366012402619997e-06,118728379.73363557,2087207.434207252,0.00022336731712894857,137.119488287623,0.0,318469579.64520496,0.0
51,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,3,4,10,2,2,4,7,9,4,6,1,3,3,0,2,0,24732500.84179449,0.0,0.0,27578229.96765524,5455874.668141689,0.000579797759403627,388.4497943074607,1002851.3874261772,530778350.53861624,0.00011430221321781236
52,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,3,0,1,2,1,0,2,7,4,5,0,2,3,1,0,0,16373078.863592021,234102.64781901526,1.2972754155520441e-05,25037214.086173728,2087207.434207252,0.00022336731712894857,544.0725867268662,7578552.752979515,263051697.0469535,0.0008461086193257193
53,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,5,5,1,2,2,0,10,7,7,2,0,0,2,2,2,7332080.219521779,0.0,0.0,88618770.75980482,0.0,0.0,42.28081437940783,1002851.3874261772,404871028.98162526,0.00014287776652226547
54,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,3,0,2,2,1,3,4,5,6,5,0,1,2,0,0,0,13903423.98391871,280338.7077404116,1.5761424956393774e-05,0.0,15086164.204697879,0.0016063301530651508,1148.8693289201806,3838300.8499170956,333473805.194959,0.000433724872681549
55,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,7,3,2,1,1,4,6,2,6,4,2,3,0,1,0,28423546.01246352,0.0,0.0,25037214.086173728,29521530.248877436,0.026143597741511253,0.0,10490198.810166493,408241834.2510869,0.009844193016727572
56,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,3,1,1,3,1,1,7,9,7,1,0,0,0,1,5,0,0.0,237588.98585217152,1.3332989437201972e-05,62967163.32200457,0.0,0.0,270.08581770046135,4816466.783098016,389611392.15466857,0.0005426541022290852
57,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,4,3,2,5,0,0,0,4,2,0,2,6,5,7,15173808.632728375,0.0,0.0,149097290.20372722,0.0,0.0,0.0,3839509.1164862537,228984554.34620756,0.006467934950324135
58,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,3,1,1,0,0,6,4,0,6320800.309666242,5694588.413356914,0.0030148777022402876,81105853.85915002,0.0,0.0,0.0,10986747.683905602,161871749.93957457,0.016028164998056923
59,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,4,5,1,2,4,4,9,6,1,1,4,2,0,1,0,25020674.91684363,1024893.034085597,0.0005213737754039636,25037214.086173728,46204412.65133581,0.04119279882509989,0.0,0.0,435683384.58847773,0.0
60,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,6,3,0,1,1,7,5,5,1,0,1,0,0,7,0,6320800.309666242,0.0,0.0,44193513.54513965,0.0,0.0,101.33861959782985,3965395.6000051857,359934322.00921583,0.0013288562722599704
61,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,3,1,0,2,4,5,4,2,6,1,1,0,0,0,3,12857587.774250694,1155569.2514179866,0.00021626920823695345,30351526.042379983,12998956.770490628,0.004148888507808607,449.92624056859034,1002851.3874261772,341191678.2305424,0.00034290663965343707
62,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,2,0,9,1,4,1,5,6,5,9,0,5,7,1,0,0,27939401.706900492,1000113.2221754986,7.50055151740743e-05,25037214.086173728,0.0,0.0,54.50422149995944,0.0,422284742.15248775,0.0
63,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,3,3,1,7,4,5,5,4,5,0,0,0,1,22356212.824753046,0.0,0.0,25037214.086173728,17173371.63890513,0.005489092410582298,511.58461931942236,0.0,348748977.6221233,0.0
64,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,5,0,2,2,7,4,5,6,0,0,0,1,2,1,0.0,2814491.0772007536,0.000482429788795969,81250361.8241577,0.0,0.0,95.79451728230444,0.0,328277736.7033797,0.0
65,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2,9,0,2,2,2,10,1,4,1,0,0,3,6,5,6320800.309666242,808974.5341846448,0.00014981962706066602,124523735.82010275,0.0,0.0,25.963223770232467,0.0,376867608.5222716,0.0
66,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,6,4,10,4,3,1,0,1,0,1,15444563.06553661,0.0,0.0,50929971.20054293,8983527.402432395,0.008071571126793943,0.0,7715821.278576059,265390070.87201688,0.0072998849648170765
67,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,0,2,5,10,2,0,1,4,7,6,14092235.304915495,0.0,0.0,142210150.87851104,0.0,0.0,414.25452705424556,17629269.030887827,191433806.65549958,0.008098825454881577
68,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,2,0,0,1,2,1,9,8,6,0,0,0,0,6,7,0.0,2107223.1133985803,0.0009987334192398496,94338185.77629063,0.0,0.0,0.0,3769666.587118823,308730756.07510835,0.0034898840371282
69,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,3,0,2,2,2,2,3,0,4,5,3,6,0,0,0,7,22374727.640758883,0.0,0.0,44193513.54513965,15086164.204697879,0.0016063301530651508,927.3769183694504,0.0,279782422.2677766,0.0
70,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,2,3,1,3,2,4,2,2,7,6,0,1,0,9,4,3,6320800.309666242,0.0,0.0,145253125.98567203,0.0,0.0,42.128392892837645,997775.7225518557,380351099.0817319,0.00014149681844376476
71,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,2,3,2,3,4,0,3,1,0,1,2,1,0,2,13903423.98391871,974061.8049179147,0.0001659713530948865,53557815.768892445,2087207.434207252,0.0006701019513868458,138.68515257646447,2010982.8620721991,286242974.4489449,0.001197678245255533
72,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,0,3,0,6,3,3,4,1,9,2,0,0,1,6,0,7332080.219521779,0.0,0.0,66687072.31506137,8983527.402432395,0.0012107356690190915,439.87633960424296,0.0,329262113.85396475,0.0
73,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,1,2,1,7,3,5,0,3,0,0,1,3,6,8453407.696608048,0.0,0.0,102492928.7032189,6523484.8767961925,0.0008780051650640931,361.83705203040455,995237.8901146945,287370552.11435974,0.00014080634440451426
74,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,3,5,0,2,5,2,6,7,6,0,0,4,49514218.15716405,0.0,0.0,33377116.55719709,3428744.685556602,0.003009170518231642,0.0,0.0,236858920.56911334,0.0
75,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,2,0,1,3,0,1,7,9,7,1,0,0,0,6,5,7,0.0,1399955.149596407,9.860761377363444e-05,149097290.20372722,0.0,0.0,516.559921076166,10248128.574349884,312161911.06137455,0.0014107683341881001
76,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,3,8,2,2,1,2,6,5,6,6,7,0,2,0,0,0,23537919.412238494,0.0,0.0,0.0,14707704.474540584,0.0015657628531519524,1309.7032486966298,7712446.7176771695,444132566.24197376,0.0008687452165977466
77,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,3,6,3,0,0,1,5,1,0,2,0,0,0,13903423.98391871,3808653.191458065,0.0002424571083870771,0.0,80308558.04251447,0.008512168329612983,5200.992786645398,0.0,286393806.4614668,0.0
78,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,3,1,4,5,5,4,7,2,3,0,1,0,34976245.31165375,0.0,0.0,25037214.086173728,46204412.65133581,0.04119279882509989,0.0,0.0,283685398.17420477,0.0
79,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,3,0,1,3,2,7,1,9,1,5,3,1,1,0,1,0,22674612.19534176,0.0,0.0,25037214.086173728,9630289.536556194,0.001026532393661524,643.9825122611771,1002851.3874261772,357785870.6132945,0.00011430221321781236
80,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,2,0,0,1,2,0,0,7,5,1,3,7,6,3,2,5,41840306.64635611,0.0,0.0,104240759.06493892,0.0,0.0,126.1565464486576,2985713.6703440836,176549549.1304839,0.00042241903321354275
81,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,3,0,5,0,7,2,5,7,5,1,0,7,0,37725187.44862177,0.0,0.0,44193513.54513965,16739969.174038557,0.0052992783362402155,716.8341569211746,8343065.042610856,237076263.69480047,0.002753772155792681
82,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,5,3,3,2,1,1,0,0,0,0,0,6320800.309666242,2443063.88697102,0.0004636489925084707,0.0,81307598.75487904,0.025880700155419586,2604.4397510704175,3808886.1658606925,263638634.5675655,0.0012819676046110058
83,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,3,0,2,2,2,2,0,3,5,5,2,0,0,1,7,7,7332080.219521779,0.0,0.0,128563360.84755757,0.0,0.0,202.32110147813574,3857910.6392880296,259443392.84690294,0.0004379930978890246
84,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,3,4,0,3,2,1,5,4,4,6,3,1,0,0,0,0,15444563.06553661,0.0,0.0,0.0,82510315.79096377,0.00876502234767865,5284.153544716516,3857910.6392880296,343342768.39472616,0.0004379930978890246
85,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,5,5,4,0,7,7,5,1,4,0,6,2,0,2,0,21556221.14781617,679180.6154240274,0.00031716431877507685,27578229.96765524,0.0,0.0,0.0,13948186.557861617,435957384.2825054,0.012732157729437091
86,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,2,4,0,1,5,6,1,2,0,4,1,3,13903423.98391871,269378.75924932986,4.9853260579372436e-05,97919871.95061475,0.0,0.0,257.79588771445594,11101857.877707995,230671153.96139216,0.005886795179894909
87,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,2,0,0,5,1,5,3,2,9,5,0,0,0,6,0,11068771.68625446,0.0,0.0,40273672.383724004,1714372.342778301,0.0005416506932816955,51.55720113098502,0.0,311341520.7342725,0.0
88,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,7,1,3,3,5,6,5,5,1,4,4,1,0,1,0,29055140.81460571,0.0,0.0,25037214.086173728,11717496.970763443,0.003749699132371418,348.71329800651716,0.0,456074476.3316167,0.0
89,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,3,1,0,1,4,0,7,2,1,0,0,3,1,7,3,8453407.696608048,3293508.622991007,0.0015769033853870193,110452595.25512816,0.0,0.0,0.0,3759861.6924333544,261615333.46866181,0.0034720997654303816
90,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,5,0,2,2,5,0,2,6,0,6,0,2,0,2,12586457.998778107,927825.7449965184,0.0001576053406922665,57073405.013273194,0.0,0.0,75.22621015362174,2010982.8620721991,266291006.52602434,0.001197678245255533
91,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,3,0,2,1,1,0,1,4,6,6,0,0,1,3,3,0,6320800.309666242,0.0,0.0,63921995.57957761,0.0,0.0,398.0578411933671,7539333.174237646,256276284.0981245,0.000837572168910768
92,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,2,3,5,5,2,6,3,1,7,0,0,0,31757757.28158001,0.0,0.0,0.0,139551591.9389499,0.12455792970375275,0.0,1000313.5549890159,337464973.77420694,0.0009479152832200998
93,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,2,0,0,2,0,5,0,0,0,0,0,0,5,6,4,7,11068771.68625446,1146331.5676395474,7.987035460728144e-05,142947562.0063744,0.0,0.0,536.2513449603802,11954534.674259149,96665306.16784136,0.002296254546493449
94,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,4,1,2,0,0,0,4,0,1,0,2,0,3,0,3,7332080.219521779,679180.6154240274,0.00031716431877507685,63921995.57957761,0.0,0.0,0.0,41844559.67358485,178939288.3351373,0.03819647318831128
95,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,3,0,0,3,1,2,0,6,5,7,3,0,0,0,3,6,8453407.696608048,0.0,0.0,74896439.20493636,54939865.10639733,0.005886495546627766,3560.9809413811195,3828495.955231627,240971674.700546,0.00043159076007781084
96,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,3,1,0,2,4,0,1,5,6,0,1,0,10,3,0,6320800.309666242,915435.8390414694,0.00015376467932844227,100648702.62958768,0.0,0.0,96.02415208905882,2857988.8976794924,266833526.14889574,0.0015064035267411205
