,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,Expected Evacuation Costs,Other.Dikes_Expected Annual Damage,Other.Dikes_Total Dike Investment Costs,Other.Dikes_Expected Number of Deaths
13,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,2,3,6,2,1,7,3,7,8,7,0,0,0,0,1,4,0.0,6573764.13879684,0.00048212599546240464,59554855.274964996,68459687.02604787,0.009133055565763637,4204.479713197821,10849907.125332665,474562341.7839721,0.0015263160319634198
14,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,7,2,4,6,0,5,4,1,0,7,0,0,1,0,14261651.781499248,866203.389021664,0.0004198699030591676,25037214.086173728,24313043.74733009,0.02144559086661313,0.0,0.0,331676080.34706485,0.0
15,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,2,0,2,2,4,1,0,4,5,6,3,1,5,0,2,0,28105580.528124608,0.0,0.0,27578229.96765524,34924496.57882905,0.004692520573626629,1714.4836964793317,0.0,276035479.46372116,0.0
16,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,7,6,5,7,6,4,7,7,2,0,0,2,6,1,0,7332080.219521779,5409849.084472295,0.002607659642475062,70903162.7249229,0.0,0.0,0.0,0.0,580950663.7949477,0.0
17,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,4,4,5,2,1,5,4,7,4,5,0,0,0,0,2,5,0.0,6336724.370694667,0.0003695726329049667,66804278.02330021,6192159.921443743,0.0006541620446750084,1621.531082037006,10794232.206558455,434258375.12225056,0.001208934740708057
18,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,2,1,3,2,4,1,0,2,7,0,0,2,5,0,5,1,19170235.12681486,2740101.2080645883,0.00020011787804296547,66294113.011456475,21405183.95319439,0.0028488392438529935,1211.5201633950992,0.0,274919283.2498391,0.0
19,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,3,9,1,0,4,4,2,6,0,1,3,0,0,20319063.206658736,0.0,0.0,30351526.042379983,0.0,0.0,0.0,0.0,269642196.7457541,0.0
20,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,4,1,1,0,4,4,3,5,0,1,2,0,2,18545877.781152677,0.0,0.0,57073405.013273194,0.0,0.0,0.0,4146430.1119200555,213910499.54888123,0.0038567660376057997
21,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,2,3,0,4,5,0,8,8,0,3,0,1,1,5,0,4,12857587.774250694,6261155.654596379,0.0004843164044229265,76159688.97366215,0.0,0.0,332.94322955007334,0.0,319715700.1668118,0.0
22,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,6,2,0,2,4,2,0,7,2,0,1,1,3,3,14092235.304915495,0.0,0.0,91143478.948996,0.0,0.0,302.39811101595245,11788971.945159845,264947793.12854654,0.003902869880936866
23,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,2,3,0,2,1,7,2,2,1,4,0,3,0,6,5,8,8453407.696608048,2389580.7403820287,0.00017049659029068955,155276917.05740082,0.0,0.0,326.9975775129952,4524524.557957045,326668679.6318694,0.0006326267856894857
24,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,4,6,1,0,7,6,3,3,2,0,3,2,0,16563094.679399516,0.0,0.0,60854576.45659251,0.0,0.0,0.0,0.0,306408995.7700857,0.0
25,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,3,2,7,2,8,2,7,7,1,0,1,0,0,1,4,1,6320800.309666242,299055.7113811765,1.8430240096737154e-05,89172292.44612697,3771486.272540891,0.00040357541838063774,250.70922065424014,0.0,460337968.3184043,0.0
26,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,2,0,0,6,4,3,6,5,1,3,0,0,0,5,0,8453407.696608048,0.0,0.0,36676675.840294495,19337160.74321455,0.017013130866543713,0.0,0.0,331530923.4222568,0.0
27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,9,6,2,4,10,7,3,0,0,2,0,0,8453407.696608048,1191689.2988078254,0.0006903813952427265,27578229.96765524,82549229.2387082,0.0745224026699968,0.0,0.0,535679086.58662045,0.0
28,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,1,4,8,2,7,7,5,4,3,0,0,2,3,0,8453407.696608048,0.0,0.0,60039471.119519606,0.0,0.0,0.0,0.0,432243424.25367075,0.0
29,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,3,0,1,5,6,2,0,7,7,2,0,0,0,5,4,1,0.0,2565057.1287790313,0.00014768620691099784,110037602.42695479,0.0,0.0,179.08283541810493,0.0,319939017.2091418,0.0
30,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,4,0,5,1,3,3,4,4,1,0,0,0,5,2,1,0.0,6573764.13879684,0.003214173303082697,100976099.9599088,0.0,0.0,0.0,10849907.125332665,335196292.8718824,0.010175440213089464
31,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,2,4,7,0,0,0,0,3,4,0,0,3,0,3,2,2,8453407.696608048,759145.1319406482,5.43489222825481e-05,93477874.34219648,0.0,0.0,1403.0552069568053,31965134.72886878,179190397.96980822,0.004419898232067596
32,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,3,1,5,1,0,2,1,0,3,0,0,0,1,7,6,0.0,1434991.190068396,0.0006858063298338316,123434666.40105549,0.0,0.0,0.0,30348859.098823313,268041210.59862027,0.03544498022667443
33,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,3,5,6,2,6,6,7,8,4,4,0,0,1,0,5,6,6320800.309666242,6128206.964570352,0.0003604843225936073,84317877.34823732,21405183.95319439,0.0022790713950823945,1737.047478465508,0.0,547624125.9801692,0.0
34,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,2,3,2,3,1,1,2,3,5,5,0,0,5,0,7,4,11068771.68625446,1122233.7628345238,7.926229508191488e-05,86420965.59927613,12423686.943716617,0.0016307207641038095,881.2862811585579,4616588.7285036035,350848092.9119762,0.0006471519424155463
35,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,2,6,1,2,7,6,3,3,5,6,0,1,0,37164121.51677349,0.0,0.0,25037214.086173728,2120693.2267112504,0.0018665886746752167,0.0,0.0,349626510.7022308,0.0
36,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,3,4,5,8,1,0,9,0,2,1,0,0,3,4,5,6320800.309666242,1633673.7607623907,0.0008437797466106666,113670394.66862908,0.0,0.0,0.0,0.0,365419395.17423683,0.0
37,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,3,3,9,4,2,6,7,7,4,6,0,1,0,0,5,4,6320800.309666242,4007746.7782364315,0.00023775499997604952,76159688.97366215,21405183.95319439,0.0022790713950823945,1652.2673275251088,1195679.0595632298,530652929.0138864,0.00013575791314396503
38,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,2,1,5,4,5,6,0,7,5,1,3,2,2,0,2,0,25236480.803278465,0.0,0.0,27578229.96765524,2120693.2267112504,0.00027998830120128256,105.63002770545052,0.0,385620397.15009534,0.0
39,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,3,0,1,2,7,2,5,7,5,4,3,6,6,2,0,0,39405493.65563989,0.0,0.0,27578229.96765524,0.0,0.0,0.0,0.0,389270424.096374,0.0
40,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,6,5,1,7,2,8,7,7,0,1,0,4,5,4,6320800.309666242,1061538.2103727476,0.00018759803981402613,120492397.2200238,0.0,0.0,310.96722234544944,10794232.206558455,435542459.2152219,0.003626804222124171
41,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,3,3,7,2,7,1,3,7,0,1,1,0,0,1,4,1,6320800.309666242,1944013.6453235252,0.00012088715317458786,89172292.44612697,23182557.535334777,0.0024831883339983558,1545.9373647975565,0.0,413991913.4473537,0.0
42,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,3,4,0,3,2,0,7,5,7,3,0,3,0,7,0,4,8453407.696608048,2874373.692007137,0.00017396836903810122,86420965.59927613,0.0,0.0,560.3624549804297,7013289.046645324,322948334.2864716,0.0008012490150960317
43,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,6,5,4,6,1,5,5,3,0,2,0,0,1,0,7332080.219521779,866203.389021664,0.00015115316510130034,25037214.086173728,24313043.74733009,0.0077204127119807255,757.290688268024,0.0,405893541.75887966,0.0
44,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,1,4,7,1,0,4,8,3,5,0,0,3,5,2,11068771.68625446,0.0,0.0,107001136.7949155,971084.339346948,0.00013183589635917356,47.25369048967467,0.0,344649364.87498254,0.0
45,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2,7,6,2,0,0,6,7,7,6,0,0,0,4,2,3,0.0,866203.389021664,6.298048545887515e-05,102053281.70321563,0.0,0.0,960.1563724750143,21477114.575568493,396438306.7899957,0.0029920416396134455
46,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,6,7,4,5,5,0,0,7,4,0,0,7,2,6,9695195.36216505,0.0,0.0,133578837.06897146,0.0,0.0,59.531760735290874,1356202.3982066936,417618186.4114597,0.00027971912614534834
47,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,2,3,6,2,0,2,0,5,0,6,1,1,0,7,5,0,12857587.774250694,0.0,0.0,90595441.88119246,0.0,0.0,552.3172689670134,12978573.899470974,268617921.47232926,0.0017942397628365387
48,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,2,6,1,4,6,6,2,8,9,9,2,0,0,1,5,1,7332080.219521779,0.0,0.0,93596653.66320348,3771486.272540891,0.0005044692729757973,185.8460658718907,0.0,534486069.7574594,0.0
49,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,3,0,0,4,2,6,0,4,4,0,2,0,1,6,6,2,14092235.304915495,0.0,0.0,130816563.99592888,0.0,0.0,62.47687959332307,1189601.9543111282,217907112.17029354,0.00013443518329027537
50,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,3,0,9,5,3,7,0,5,0,0,0,1,0,0,1,0,6320800.309666242,1065573.8632757817,6.267121509825821e-05,25037214.086173728,24313043.74733009,0.0025734709039935753,1575.1272539609467,0.0,316026733.25244665,0.0
51,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,2,5,0,1,3,0,3,3,4,0,0,0,0,3,3,1,0.0,8834605.0191183,0.000679696570016576,94551485.92077652,0.0,0.0,503.6305483920198,757836.4423857938,246809511.0460562,0.00010985264460934648
52,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,3,0,5,1,0,6,3,5,5,0,0,7,0,0,0,14261651.781499248,388295.91678001895,0.00017980188097745326,0.0,19337160.74321455,0.017013130866543713,0.0,21755489.169439554,302265420.25725377,0.020451864466701268
53,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,6,5,0,0,2,2,5,3,0,0,0,0,1,5,0.0,284393.900523366,0.00013296821338733202,62967163.32200457,0.0,0.0,0.0,50779643.98251997,253145855.48126087,0.04656064230127916
54,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,3,1,1,9,1,2,7,6,7,3,1,0,0,0,0,15444563.06553661,0.0,0.0,0.0,58011482.22964366,0.05103939259963114,0.0,0.0,444423422.9227257,0.0
55,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,3,1,1,2,0,3,7,1,7,0,0,3,0,1,3,8453407.696608048,5467626.146765343,0.0003986114098902602,56425877.743436806,73763943.39855498,0.009879362983966071,4087.969240683824,3617890.5964382347,314517291.1014038,0.0005140083595206877
56,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,6,1,0,3,6,7,2,1,0,0,5,2,7,6320800.309666242,648004.548441175,0.00033579764770718854,125211917.8009121,0.0,0.0,0.0,21866839.006987967,352367600.505551,0.020653832547745915
57,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,9,1,3,2,4,3,2,7,0,1,0,0,0,22258486.725668453,0.0,0.0,0.0,51098008.430145726,0.044897733493779485,0.0,3426986.7741924752,376526732.196985,0.00319405308868468
58,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,7,2,0,0,4,0,7,0,0,0,3,0,1,7,8453407.696608048,0.0,0.0,70740857.80294001,0.0,0.0,0.0,48191141.8082507,239486870.8016257,0.044822724172474196
59,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,2,5,2,6,5,7,5,1,7,0,0,2,0,4,6,7332080.219521779,5480202.4161291765,0.0026682383739062058,79444167.5169792,21405183.95319439,0.01899226162568662,0.0,0.0,481613400.0820451,0.0
60,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,6,2,0,2,7,6,0,0,1,0,0,2,3,3,6320800.309666242,2148389.848553466,0.0011206550079452967,95943402.46408135,0.0,0.0,0.0,11788971.945159845,258922558.47036958,0.010841305224824627
61,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,2,5,0,3,6,6,5,7,7,4,0,6,0,0,3,0,12586457.998778107,3091867.8663490023,0.0002455519266163246,30351526.042379983,8134328.600137639,0.0010813743485621077,563.7089994314953,0.0,459535679.4389315,0.0
62,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,2,3,1,2,5,0,0,6,8,7,1,0,0,1,5,4,6320800.309666242,2833481.435066722,0.00021927734054177298,103799344.79743059,27272182.036845535,0.0036910606692570863,1481.2233919149505,0.0,312266329.402346,0.0
63,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,3,10,6,3,0,5,3,7,7,8,0,0,0,0,2,7,0.0,2266441.3251838987,0.00013090645157438593,74843606.29614219,3158973.8372518,0.00033537441427611064,921.0216201248603,10794232.206558455,505672053.903283,0.001208934740708057
64,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,3,0,7,3,9,4,0,4,6,5,0,1,0,1,3,2,6320800.309666242,4036110.304946938,0.0002406857378840976,87971243.48996843,15939880.661707068,0.0017023304961005224,1251.972052262649,0.0,386453841.0783285,0.0
65,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,3,0,0,4,0,6,5,4,4,0,2,0,0,6,2,4,7332080.219521779,0.0,0.0,117682136.49428794,0.0,0.0,558.103571276515,10515857.612687396,243177802.09116316,0.0011483443163946608
66,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,3,4,5,4,9,2,0,7,8,7,0,0,0,1,4,2,0.0,8114773.626708442,0.00046937873564551115,92178153.16056897,0.0,0.0,564.6600630130199,0.0,460298412.89255095,0.0
67,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,6,5,1,4,10,0,5,0,0,7,0,0,11068771.68625446,0.0,0.0,44193513.54513965,0.0,0.0,0.0,0.0,366537324.54315186,0.0
68,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,0,4,5,6,0,5,0,6,8,0,0,0,1,3,6,0.0,8588942.439129973,0.0006479668840756706,102492928.7032189,0.0,0.0,619.7128745850201,4368085.956916323,325321143.70486,0.0011302346597180171
69,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,6,1,4,6,1,3,7,9,2,3,0,0,0,2,1,8453407.696608048,0.0,0.0,54355764.74753119,2120693.2267112504,0.0018665886746752167,0.0,0.0,458159173.3465146,0.0
70,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,3,0,0,6,4,4,5,4,6,0,3,0,0,9,1,8453407.696608048,2704924.5422361474,0.0004693787356455111,86991916.17017467,12423686.943716617,0.003913729833849142,465.7693518456239,0.0,350797720.27986044,0.0
71,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,2,2,7,1,8,1,0,0,7,1,0,0,0,2,4,2,0.0,2418997.6030550096,0.0001743238595191216,97013432.37877363,0.0,0.0,252.83261849827232,3318859.887683486,345590574.55873585,0.0008574305507933213
72,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,6,0,4,1,1,0,4,4,3,7,0,0,4,7,0,14261651.781499248,0.0,0.0,83927878.88098589,0.0,0.0,0.0,2315957.508686651,285315061.4731063,0.002141169254110327
73,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,3,0,1,5,0,3,3,6,5,2,0,0,0,3,4,6,0.0,5381485.557761788,0.00030998841918895934,118221177.20301227,0.0,0.0,1691.713789822368,24852061.779663056,287980916.79017997,0.0027334118870333633
74,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,6,5,6,1,1,3,7,3,0,0,0,6,1,2,0.0,1287576.4035999174,0.0006013244633371329,105794085.12385008,0.0,0.0,0.0,0.0,383874135.1148187,0.0
75,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,5,6,5,1,7,6,0,0,7,7,0,12586457.998778107,0.0,0.0,100105457.62015328,0.0,0.0,0.0,0.0,328978913.8866056,0.0
76,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,7,6,2,7,6,0,5,7,2,0,0,1,0,1,0,6320800.309666242,7112833.2563177375,0.0036437061201360366,25037214.086173728,26626588.90534345,0.023659953406950755,0.0,0.0,461947856.37633806,0.0
77,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,6,5,1,7,5,0,2,3,7,0,1,0,33243708.884238053,724231.3036935894,0.00040143377360986126,25037214.086173728,70036128.02478538,0.06254716787319561,0.0,0.0,331234813.54651475,0.0
78,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,6,5,2,10,0,1,1,7,0,2,0,0,21069784.935395602,3091867.8663490023,0.0016370128441088305,27578229.96765524,11497711.334103744,0.01035650461257287,0.0,0.0,339817494.06141466,0.0
79,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,7,5,4,4,4,6,2,0,0,1,2,4,7332080.219521779,1076499.7455777302,0.0005911958009793039,90474756.05908874,37030458.37268746,0.03347125103390015,0.0,0.0,368313991.5674256,0.0
80,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,6,0,5,1,2,0,5,3,4,0,0,0,6,10,8,0.0,2536693.6020685257,0.0012062955750245816,194409238.65408403,0.0,0.0,0.0,1168332.085928773,301240864.29203284,0.0010817135733530118
81,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,3,6,1,1,0,0,6,7,2,0,0,0,5,1,7,0.0,1010728.8904231798,7.002927186232905e-05,120358626.4040231,0.0,0.0,1443.633772863773,32800258.51048195,299507089.08048,0.004647112323242831
82,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3,5,7,0,0,5,3,7,7,8,1,0,0,0,5,1,6320800.309666242,1296009.09688235,8.059143544972524e-05,66294113.011456475,5465303.291487326,0.0005767408989818721,987.0144763287466,10655044.909622926,387778695.99577343,0.001178639528551359
83,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,2,6,2,0,2,0,5,4,0,0,2,0,0,1,0,7332080.219521779,0.0,0.0,25037214.086173728,0.0,0.0,0.0,15491118.145436944,253787738.04219648,0.01447463995680267
84,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,2,8,5,8,0,6,0,1,2,0,0,0,0,7,4,0.0,525366.1679067417,0.0002462156717097563,86420965.59927613,0.0,0.0,0.0,23555578.506271582,405298616.2976311,0.04073777377672292
85,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,2,3,1,1,0,6,2,2,0,0,0,3,0,5,5,6,8453407.696608048,749149.2659272423,5.3057860007911873e-05,136419379.88763615,0.0,0.0,494.3206673650108,10599369.990848716,256447146.4966076,0.0014581518046108501
86,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,2,3,4,2,1,1,3,4,5,1,1,0,1,0,7,3,12857587.774250694,99685.23712705882,7.679266706973815e-06,82593104.13074732,14474514.154280832,0.0019024491893175509,827.3834060487673,2315957.508686651,358124621.54979855,0.0003211753881165491
87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,6,2,1,4,0,5,2,2,1,0,1,0,4,8,12857587.774250694,648004.548441175,0.00033579764770718854,88812334.74421489,5465303.291487326,0.0048061741581822675,0.0,10933419.503493983,327431801.6962216,0.010326916273872958
88,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,3,2,0,1,0,6,0,6,0,1,3,0,0,3,5,0,8453407.696608048,0.0,0.0,70917961.72350763,0.0,0.0,563.2963264441214,10655044.909622926,194499914.5153873,0.001178639528551359
89,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,2,0,1,5,1,1,0,0,5,2,0,0,6,1,4,3,12586457.998778107,336637.7778977324,2.330797828782144e-05,95458786.61952674,0.0,0.0,219.3612546579887,4825705.624173524,221330327.29950482,0.0007538957644063472
90,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,4,5,7,0,6,4,8,0,0,0,5,0,2,2,11068771.68625446,5409849.084472295,0.00039114894637125937,57073405.013273194,12423686.943716617,0.0016307207641038095,924.7527583409549,0.0,335509484.4098972,0.0
91,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,3,3,0,2,7,7,3,5,0,1,0,0,0,1,2,1,0.0,8220303.624193765,0.0004802829073031171,81250361.8241577,15939880.661707068,0.0017023304961005224,1545.241168757892,0.0,378959014.6851666,0.0
92,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3,0,3,5,3,6,0,2,7,0,1,0,1,1,5,2,12857587.774250694,1296009.09688235,8.059143544972524e-05,96705227.21019611,23182557.535334777,0.0024831883339983558,1503.2987238328628,0.0,281648430.21364456,0.0
93,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,5,3,1,1,1,7,4,0,1,0,2,3,0,0,13903423.98391871,0.0,0.0,30351526.042379983,0.0,0.0,0.0,3777857.582041801,290327413.12690234,0.0035093557326768567
94,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,5,9,5,3,6,0,5,1,3,0,1,0,0,1,0,6320800.309666242,1065573.8632757817,0.00018801364529477465,25037214.086173728,24313043.74733009,0.0077204127119807255,763.6980625265196,0.0,444531367.19578344,0.0
95,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,2,7,0,1,0,1,0,7,4,2,1,0,0,3,5,3,6320800.309666242,0.0,0.0,110629699.17569578,0.0,0.0,1367.756200605064,32215671.86335274,247454855.38008553,0.004488062459420168
96,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,6,1,6,3,4,7,2,1,0,0,2,2,7,6320800.309666242,196993.51409028927,0.00010034350758645401,107624167.33706199,0.0,0.0,0.0,10822069.665945565,360190779.4691494,0.010124948192828312
