,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,Expected Evacuation Costs,Other.Dikes_Expected Annual Damage,Other.Dikes_Total Dike Investment Costs,Other.Dikes_Expected Number of Deaths
22,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,6320800.309666242,0.0,0.0,0.0,1579956.745152389,0.00016644155818059672,134.85789938918032,838670.8191000944,63117703.298818484,0.0001726634905221662
23,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,6320800.309666242,3384483.348473065,0.0005596326332041192,0.0,789978.3725761945,0.0002496623372708951,153.28297427345998,446833.45600738283,87722647.49511826,0.000148487035526099
24,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,7332080.219521779,0.0,0.0,0.0,1579956.745152389,0.0013870129848383061,0.0,838670.8191000944,72040732.01446149,0.0014388624210180518
25,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6320800.309666242,1697481.1288878983,0.0007817790526609535,0.0,1579956.745152389,0.0013870129848383061,0.0,0.0,42818415.6714978,0.0
26,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,6320800.309666242,3384483.348473065,0.0005596326332041192,0.0,789978.3725761945,0.0002496623372708951,159.7161546542342,838670.8191000944,63117703.298818484,0.0005179904715664986
27,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,8453407.696608048,0.0,0.0,0.0,789978.3725761945,0.0006935064924191531,0.0,893666.9120147657,77797112.44472042,0.0008249279751449945
28,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,789978.3725761945,8.322077909029836e-05,96.21380460636323,893666.9120147657,87722647.49511826,9.899135701739934e-05
29,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0,5081964.477360964,0.0023363141448946184,0.0,0.0,0.0,0.0,838670.8191000944,63117703.298818484,0.0014388624210180518
30,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,8453407.696608048,3384483.348473065,0.0015545350922336648,0.0,789978.3725761945,0.0006935064924191531,0.0,838670.8191000944,70010517.76190385,0.0014388624210180518
31,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6320800.309666242,0.0,0.0,0.0,789978.3725761945,8.322077909029836e-05,96.21380460636323,893666.9120147657,77797112.44472042,9.899135701739934e-05
32,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,109354.15294626888,1.8441113170745377e-05,0.0,789978.3725761945,0.0002496623372708951,50.41382440718897,893666.9120147657,77797112.44472042,0.000296974071052198
33,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,5071485.568058232,0.002327291131806376,0.0,0.0,0.0,0.0,893666.9120147657,98096400.07204111,0.0008249279751449945
34,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,789978.3725761945,0.0006935064924191531,0.0,893666.9120147657,134365111.51750863,0.0008249279751449945
35,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,789978.3725761945,0.0002496623372708951,46.64911738490338,893666.9120147657,98096400.07204111,0.000296974071052198
36,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0.0,109354.15294626888,5.12253143631816e-05,0.0,789978.3725761945,0.0006935064924191531,0.0,893666.9120147657,82526679.5239558,0.0008249279751449945
